********************** INFORMATION BY GENDER *****************
Period:2009-03-31	Status:F	Age:60-64	Population:219750
Period:2009-03-31	Status:F	Age:65-69	Population:169620
Period:2009-03-31	Status:F	Age:65+	Population:545100
Period:2009-03-31	Status:F	Age:70-74	Population:128510
Period:2009-03-31	Status:F	Age:75-79	Population:103770
Period:2009-03-31	Status:F	Age:80-84	Population:78120
Period:2009-03-31	Status:F	Age:85-89	Population:44570
Period:2009-03-31	Status:F	Age:90+	Population:20470
Period:2009-03-31	Status:F	Age:median	Population:36
Period:2009-03-31	Status:F	Age:total	Population:4293500
Period:2009-06-30	Status:F	Age:0-14	Population:901100
Period:2009-06-30	Status:F	Age:0-4	Population:307200
Period:2009-06-30	Status:F	Age:10-14	Population:301870
Period:2009-06-30	Status:F	Age:15-19	Population:317020
Period:2009-06-30	Status:F	Age:15-39	Population:1461
Period:2009-06-30	Status:F	Age:20-24	Population:292350
Period:2009-06-30	Status:F	Age:25-29	Population:272210
Period:2009-06-30	Status:F	Age:30-34	Population:268920
Period:2009-06-30	Status:F	Age:35-39	Population:310490
Period:2009-06-30	Status:F	Age:40-44	Population:313730
Period:2009-06-30	Status:F	Age:40-64	Population:1392100
Period:2009-06-30	Status:F	Age:45-49	Population:323660
Period:2009-06-30	Status:F	Age:5-9	Population:292080
Period:2009-06-30	Status:F	Age:50-54	Population:284600
Period:2009-06-30	Status:F	Age:55-59	Population:248310
Period:2009-06-30	Status:F	Age:60-64	Population:221830
Period:2009-06-30	Status:F	Age:65-69	Population:171320
Period:2009-06-30	Status:F	Age:65+	Population:548300
Period:2009-06-30	Status:F	Age:70-74	Population:129120
Period:2009-06-30	Status:F	Age:75-79	Population:103850
Period:2009-06-30	Status:F	Age:80-84	Population:78420
Period:2009-06-30	Status:F	Age:85-89	Population:45140
Period:2009-06-30	Status:F	Age:90+	Population:20490
Period:2009-06-30	Status:F	Age:median	Population:36
Period:2009-06-30	Status:F	Age:total	Population:4302590
Period:2009-09-30	Status:F	Age:0-14	Population:903200
Period:2009-09-30	Status:F	Age:0-4	Population:309130
Period:2009-09-30	Status:F	Age:10-14	Population:302080
Period:2009-09-30	Status:F	Age:15-19	Population:317750
Period:2009-09-30	Status:F	Age:15-39	Population:1463900
Period:2009-09-30	Status:F	Age:20-24	Population:294880
Period:2009-09-30	Status:F	Age:25-29	Population:273420
Period:2009-09-30	Status:F	Age:30-34	Population:268780
Period:2009-09-30	Status:F	Age:35-39	Population:309030
Period:2009-09-30	Status:F	Age:40-44	Population:314040
Period:2009-09-30	Status:F	Age:40-64	Population:1398800
Period:2009-09-30	Status:F	Age:45-49	Population:324280
Period:2009-09-30	Status:F	Age:5-9	Population:291960
Period:2009-09-30	Status:F	Age:50-54	Population:286570
Period:2009-09-30	Status:F	Age:55-59	Population:249390
Period:2009-09-30	Status:F	Age:60-64	Population:224490
Period:2009-09-30	Status:F	Age:65-69	Population:172210
Period:2009-09-30	Status:F	Age:65+	Population:551500
Period:2009-09-30	Status:F	Age:70-74	Population:130600
Period:2009-09-30	Status:F	Age:75-79	Population:104010
Period:2009-09-30	Status:F	Age:80-84	Population:78470
Period:2009-09-30	Status:F	Age:85-89	Population:45850
Period:2009-09-30	Status:F	Age:90+	Population:20360
Period:2009-09-30	Status:F	Age:median	Population:36
Period:2009-09-30	Status:F	Age:total	Population:4317300
Period:2009-12-31	Status:F	Age:0-14	Population:905
Period:2009-12-31	Status:F	Age:0-4	Population:311270
Period:2009-12-31	Status:F	Age:10-14	Population:302240
Period:2009-12-31	Status:F	Age:15-19	Population:316900
Period:2009-12-31	Status:F	Age:15-39	Population:1466400
Period:2009-12-31	Status:F	Age:20-24	Population:296990
Period:2009-12-31	Status:F	Age:25-29	Population:275830
Period:2009-12-31	Status:F	Age:30-34	Population:268660
Period:2009-12-31	Status:F	Age:35-39	Population:308
Period:2009-12-31	Status:F	Age:40-44	Population:314250
Period:2009-12-31	Status:F	Age:40-64	Population:1405600
Period:2009-12-31	Status:F	Age:45-49	Population:324940
Period:2009-12-31	Status:F	Age:5-9	Population:291530
Period:2009-12-31	Status:F	Age:50-54	Population:288350
Period:2009-12-31	Status:F	Age:55-59	Population:250670
Period:2009-12-31	Status:F	Age:60-64	Population:227380
Period:2009-12-31	Status:F	Age:65-69	Population:173040
Period:2009-12-31	Status:F	Age:65+	Population:555100
Period:2009-12-31	Status:F	Age:70-74	Population:132300
Period:2009-12-31	Status:F	Age:75-79	Population:104170
Period:2009-12-31	Status:F	Age:80-84	Population:78860
Period:2009-12-31	Status:F	Age:85-89	Population:46050
Period:2009-12-31	Status:F	Age:90+	Population:20710
Period:2009-12-31	Status:F	Age:median	Population:36
Period:2009-12-31	Status:F	Age:total	Population:4332130
Period:2010-03-31	Status:F	Age:0-14	Population:906900
Period:2010-03-31	Status:F	Age:0-4	Population:312900
Period:2010-03-31	Status:F	Age:10-14	Population:302620
Period:2010-03-31	Status:F	Age:15-19	Population:317800
Period:2010-03-31	Status:F	Age:15-39	Population:1468600
Period:2010-03-31	Status:F	Age:20-24	Population:299320
Period:2010-03-31	Status:F	Age:25-29	Population:276420
Period:2010-03-31	Status:F	Age:30-34	Population:268330
Period:2010-03-31	Status:F	Age:35-39	Population:306700
Period:2010-03-31	Status:F	Age:40-44	Population:314720
Period:2010-03-31	Status:F	Age:40-64	Population:1410900
Period:2010-03-31	Status:F	Age:45-49	Population:324460
Period:2010-03-31	Status:F	Age:5-9	Population:291430
Period:2010-03-31	Status:F	Age:50-54	Population:290330
Period:2010-03-31	Status:F	Age:55-59	Population:251690
Period:2010-03-31	Status:F	Age:60-64	Population:229730
Period:2010-03-31	Status:F	Age:65-69	Population:174430
Period:2010-03-31	Status:F	Age:65+	Population:559200
Period:2010-03-31	Status:F	Age:70-74	Population:133660
Period:2010-03-31	Status:F	Age:75-79	Population:104160
Period:2010-03-31	Status:F	Age:80-84	Population:79210
Period:2010-03-31	Status:F	Age:85-89	Population:46390
Period:2010-03-31	Status:F	Age:90+	Population:21390
Period:2010-03-31	Status:F	Age:median	Population:36
Period:2010-03-31	Status:F	Age:total	Population:4345670
Period:2010-06-30	Status:F	Age:0-14	Population:908100
Period:2010-06-30	Status:F	Age:0-4	Population:314350
Period:2010-06-30	Status:F	Age:10-14	Population:303
Period:2010-06-30	Status:F	Age:15-19	Population:317130
Period:2010-06-30	Status:F	Age:15-39	Population:1464600
Period:2010-06-30	Status:F	Age:20-24	Population:299760
Period:2010-06-30	Status:F	Age:25-29	Population:275040
Period:2010-06-30	Status:F	Age:30-34	Population:267750
Period:2010-06-30	Status:F	Age:35-39	Population:304950
Period:2010-06-30	Status:F	Age:40-44	Population:314330
Period:2010-06-30	Status:F	Age:40-64	Population:1414400
Period:2010-06-30	Status:F	Age:45-49	Population:323920
Period:2010-06-30	Status:F	Age:5-9	Population:290790
Period:2010-06-30	Status:F	Age:50-54	Population:292300
Period:2010-06-30	Status:F	Age:55-59	Population:252720
Period:2010-06-30	Status:F	Age:60-64	Population:231150
Period:2010-06-30	Status:F	Age:65-69	Population:175960
Period:2010-06-30	Status:F	Age:65+	Population:563500
Period:2010-06-30	Status:F	Age:70-74	Population:135550
Period:2010-06-30	Status:F	Age:75-79	Population:104020
Period:2010-06-30	Status:F	Age:80-84	Population:79430
Period:2010-06-30	Status:F	Age:85-89	Population:46680
Period:2010-06-30	Status:F	Age:90+	Population:21850
Period:2010-06-30	Status:F	Age:median	Population:36
Period:2010-06-30	Status:F	Age:total	Population:4350670
Period:2010-09-30	Status:F	Age:0-14	Population:909400
Period:2010-09-30	Status:F	Age:0-4	Population:315740
Period:2010-09-30	Status:F	Age:10-14	Population:303070
Period:2010-09-30	Status:F	Age:15-19	Population:317340
Period:2010-09-30	Status:F	Age:15-39	Population:1465900
Period:2010-09-30	Status:F	Age:20-24	Population:302680
Period:2010-09-30	Status:F	Age:25-29	Population:275430
Period:2010-09-30	Status:F	Age:30-34	Population:267790
Period:2010-09-30	Status:F	Age:35-39	Population:302670
Period:2010-09-30	Status:F	Age:40-44	Population:314750
Period:2010-09-30	Status:F	Age:40-64	Population:1419800
Period:2010-09-30	Status:F	Age:45-49	Population:323560
Period:2010-09-30	Status:F	Age:5-9	Population:290550
Period:2010-09-30	Status:F	Age:50-54	Population:294480
Period:2010-09-30	Status:F	Age:55-59	Population:254280
Period:2010-09-30	Status:F	Age:60-64	Population:232780
Period:2010-09-30	Status:F	Age:65-69	Population:176970
Period:2010-09-30	Status:F	Age:65+	Population:567600
Period:2010-09-30	Status:F	Age:70-74	Population:138
Period:2010-09-30	Status:F	Age:75-79	Population:103890
Period:2010-09-30	Status:F	Age:80-84	Population:79900
Period:2010-09-30	Status:F	Age:85-89	Population:46690
Period:2010-09-30	Status:F	Age:90+	Population:22120
Period:2010-09-30	Status:F	Age:median	Population:36
Period:2010-09-30	Status:F	Age:total	Population:4362690
Period:2010-12-31	Status:F	Age:0-14	Population:910100
Period:2010-12-31	Status:F	Age:0-4	Population:316830
Period:2010-12-31	Status:F	Age:10-14	Population:302930
Period:2010-12-31	Status:F	Age:15-19	Population:315830
Period:2010-12-31	Status:F	Age:15-39	Population:1465800
Period:2010-12-31	Status:F	Age:20-24	Population:304780
Period:2010-12-31	Status:F	Age:25-29	Population:276660
Period:2010-12-31	Status:F	Age:30-34	Population:268610
Period:2010-12-31	Status:F	Age:35-39	Population:299870
Period:2010-12-31	Status:F	Age:40-44	Population:315500
Period:2010-12-31	Status:F	Age:40-64	Population:1426
Period:2010-12-31	Status:F	Age:45-49	Population:322910
Period:2010-12-31	Status:F	Age:5-9	Population:290330
Period:2010-12-31	Status:F	Age:50-54	Population:296790
Period:2010-12-31	Status:F	Age:55-59	Population:255420
Period:2010-12-31	Status:F	Age:60-64	Population:235430
Period:2010-12-31	Status:F	Age:65-69	Population:177810
Period:2010-12-31	Status:F	Age:65+	Population:572
Period:2010-12-31	Status:F	Age:70-74	Population:140230
Period:2010-12-31	Status:F	Age:75-79	Population:103970
Period:2010-12-31	Status:F	Age:80-84	Population:80430
Period:2010-12-31	Status:F	Age:85-89	Population:47020
Period:2010-12-31	Status:F	Age:90+	Population:22520
Period:2010-12-31	Status:F	Age:median	Population:36
Period:2010-12-31	Status:F	Age:total	Population:4373870
Period:2011-03-31	Status:F	Age:0-14	Population:910600
Period:2011-03-31	Status:F	Age:0-4	Population:317570
Period:2011-03-31	Status:F	Age:10-14	Population:302860
Period:2011-03-31	Status:F	Age:15-19	Population:315740
Period:2011-03-31	Status:F	Age:15-39	Population:1465
Period:2011-03-31	Status:F	Age:20-24	Population:307090
Period:2011-03-31	Status:F	Age:25-29	Population:276200
Period:2011-03-31	Status:F	Age:30-34	Population:268930
Period:2011-03-31	Status:F	Age:35-39	Population:297080
Period:2011-03-31	Status:F	Age:40-44	Population:316170
Period:2011-03-31	Status:F	Age:40-64	Population:1430800
Period:2011-03-31	Status:F	Age:45-49	Population:322090
Period:2011-03-31	Status:F	Age:5-9	Population:290200
Period:2011-03-31	Status:F	Age:50-54	Population:298050
Period:2011-03-31	Status:F	Age:55-59	Population:257240
Period:2011-03-31	Status:F	Age:60-64	Population:237210
Period:2011-03-31	Status:F	Age:65-69	Population:178940
Period:2011-03-31	Status:F	Age:65+	Population:576
Period:2011-03-31	Status:F	Age:70-74	Population:141790
Period:2011-03-31	Status:F	Age:75-79	Population:104150
Period:2011-03-31	Status:F	Age:80-84	Population:80860
Period:2011-03-31	Status:F	Age:85-89	Population:47500
Period:2011-03-31	Status:F	Age:90+	Population:22800
Period:2011-03-31	Status:F	Age:median	Population:37
Period:2011-03-31	Status:F	Age:total	Population:4382480
Period:2011-06-30	Status:F	Age:0-14	Population:910700
Period:2011-06-30	Status:F	Age:0-4	Population:317460
Period:2011-06-30	Status:F	Age:10-14	Population:302680
Period:2011-06-30	Status:F	Age:15-19	Population:314550
Period:2011-06-30	Status:F	Age:15-39	Population:1459100
Period:2011-06-30	Status:F	Age:20-24	Population:307230
Period:2011-06-30	Status:F	Age:25-29	Population:274880
Period:2011-06-30	Status:F	Age:30-34	Population:268120
Period:2011-06-30	Status:F	Age:35-39	Population:294360
Period:2011-06-30	Status:F	Age:40-44	Population:316630
Period:2011-06-30	Status:F	Age:40-64	Population:1434100
Period:2011-06-30	Status:F	Age:45-49	Population:320570
Period:2011-06-30	Status:F	Age:5-9	Population:290560
Period:2011-06-30	Status:F	Age:50-54	Population:299670
Period:2011-06-30	Status:F	Age:55-59	Population:258790
Period:2011-06-30	Status:F	Age:60-64	Population:238420
Period:2011-06-30	Status:F	Age:65-69	Population:180330
Period:2011-06-30	Status:F	Age:65+	Population:580100
Period:2011-06-30	Status:F	Age:70-74	Population:143530
Period:2011-06-30	Status:F	Age:75-79	Population:104330
Period:2011-06-30	Status:F	Age:80-84	Population:81080
Period:2011-06-30	Status:F	Age:85-89	Population:47810
Period:2011-06-30	Status:F	Age:90+	Population:22980
Period:2011-06-30	Status:F	Age:median	Population:37
Period:2011-06-30	Status:F	Age:total	Population:4383980
Period:2011-09-30	Status:F	Age:0-14	Population:910700
Period:2011-09-30	Status:F	Age:0-4	Population:317830
Period:2011-09-30	Status:F	Age:10-14	Population:302060
Period:2011-09-30	Status:F	Age:15-19	Population:314660
Period:2011-09-30	Status:F	Age:15-39	Population:1458700
Period:2011-09-30	Status:F	Age:20-24	Population:309380
Period:2011-09-30	Status:F	Age:25-29	Population:275080
Period:2011-09-30	Status:F	Age:30-34	Population:268140
Period:2011-09-30	Status:F	Age:35-39	Population:291470
Period:2011-09-30	Status:F	Age:40-44	Population:317280
Period:2011-09-30	Status:F	Age:40-64	Population:1437700
Period:2011-09-30	Status:F	Age:45-49	Population:319280
Period:2011-09-30	Status:F	Age:5-9	Population:290790
Period:2011-09-30	Status:F	Age:50-54	Population:301500
Period:2011-09-30	Status:F	Age:55-59	Population:260710
Period:2011-09-30	Status:F	Age:60-64	Population:238940
Period:2011-09-30	Status:F	Age:65-69	Population:182660
Period:2011-09-30	Status:F	Age:65+	Population:584900
Period:2011-09-30	Status:F	Age:70-74	Population:145500
Period:2011-09-30	Status:F	Age:75-79	Population:104590
Period:2011-09-30	Status:F	Age:80-84	Population:81260
Period:2011-09-30	Status:F	Age:85-89	Population:47810
Period:2011-09-30	Status:F	Age:90+	Population:23100
Period:2011-09-30	Status:F	Age:median	Population:37
Period:2011-09-30	Status:F	Age:total	Population:4392040
Period:2011-12-31	Status:F	Age:0-14	Population:909800
Period:2011-12-31	Status:F	Age:0-4	Population:317340
Period:2011-12-31	Status:F	Age:10-14	Population:301330
Period:2011-12-31	Status:F	Age:15-19	Population:313460
Period:2011-12-31	Status:F	Age:15-39	Population:1457400
Period:2011-12-31	Status:F	Age:20-24	Population:310400
Period:2011-12-31	Status:F	Age:25-29	Population:276160
Period:2011-12-31	Status:F	Age:30-34	Population:268230
Period:2011-12-31	Status:F	Age:35-39	Population:289170
Period:2011-12-31	Status:F	Age:40-44	Population:317430
Period:2011-12-31	Status:F	Age:40-64	Population:1440700
Period:2011-12-31	Status:F	Age:45-49	Population:318790
Period:2011-12-31	Status:F	Age:5-9	Population:291160
Period:2011-12-31	Status:F	Age:50-54	Population:302860
Period:2011-12-31	Status:F	Age:55-59	Population:262650
Period:2011-12-31	Status:F	Age:60-64	Population:238950
Period:2011-12-31	Status:F	Age:65-69	Population:185900
Period:2011-12-31	Status:F	Age:65+	Population:591500
Period:2011-12-31	Status:F	Age:70-74	Population:147500
Period:2011-12-31	Status:F	Age:75-79	Population:105210
Period:2011-12-31	Status:F	Age:80-84	Population:81390
Period:2011-12-31	Status:F	Age:85-89	Population:48070
Period:2011-12-31	Status:F	Age:90+	Population:23420
Period:2011-12-31	Status:F	Age:median	Population:37
Period:2011-12-31	Status:F	Age:total	Population:4399440
Period:2012-03-31	Status:F	Age:0-14	Population:910400
Period:2012-03-31	Status:F	Age:0-4	Population:316790
Period:2012-03-31	Status:F	Age:10-14	Population:300960
Period:2012-03-31	Status:F	Age:15-19	Population:312820
Period:2012-03-31	Status:F	Age:15-39	Population:1455700
Period:2012-03-31	Status:F	Age:20-24	Population:311830
Period:2012-03-31	Status:F	Age:25-29	Population:275880
Period:2012-03-31	Status:F	Age:30-34	Population:268480
Period:2012-03-31	Status:F	Age:35-39	Population:286670
Period:2012-03-31	Status:F	Age:40-44	Population:317580
Period:2012-03-31	Status:F	Age:40-64	Population:1442500
Period:2012-03-31	Status:F	Age:45-49	Population:317300
Period:2012-03-31	Status:F	Age:5-9	Population:292620
Period:2012-03-31	Status:F	Age:50-54	Population:304810
Period:2012-03-31	Status:F	Age:55-59	Population:264020
Period:2012-03-31	Status:F	Age:60-64	Population:238820
Period:2012-03-31	Status:F	Age:65-69	Population:188790
Period:2012-03-31	Status:F	Age:65+	Population:597900
Period:2012-03-31	Status:F	Age:70-74	Population:149430
Period:2012-03-31	Status:F	Age:75-79	Population:105730
Period:2012-03-31	Status:F	Age:80-84	Population:81520
Period:2012-03-31	Status:F	Age:85-89	Population:48530
Period:2012-03-31	Status:F	Age:90+	Population:23890
Period:2012-03-31	Status:F	Age:median	Population:37
Period:2012-03-31	Status:F	Age:total	Population:4406450
Period:2012-06-30	Status:F	Age:0-14	Population:909800
Period:2012-06-30	Status:F	Age:0-4	Population:315730
Period:2012-06-30	Status:F	Age:10-14	Population:3
Period:2012-06-30	Status:F	Age:15-19	Population:312840
Period:2012-06-30	Status:F	Age:15-39	Population:1450500
Period:2012-06-30	Status:F	Age:20-24	Population:310660
Period:2012-06-30	Status:F	Age:25-29	Population:274520
Period:2012-06-30	Status:F	Age:30-34	Population:268320
Period:2012-06-30	Status:F	Age:35-39	Population:284140
Period:2012-06-30	Status:F	Age:40-44	Population:317680
Period:2012-06-30	Status:F	Age:40-64	Population:1444700
Period:2012-06-30	Status:F	Age:45-49	Population:315530
Period:2012-06-30	Status:F	Age:5-9	Population:294100
Period:2012-06-30	Status:F	Age:50-54	Population:306840
Period:2012-06-30	Status:F	Age:55-59	Population:265410
Period:2012-06-30	Status:F	Age:60-64	Population:239270
Period:2012-06-30	Status:F	Age:65-69	Population:191190
Period:2012-06-30	Status:F	Age:65+	Population:603
Period:2012-06-30	Status:F	Age:70-74	Population:151010
Period:2012-06-30	Status:F	Age:75-79	Population:106260
Period:2012-06-30	Status:F	Age:80-84	Population:81730
Period:2012-06-30	Status:F	Age:85-89	Population:48760
Period:2012-06-30	Status:F	Age:90+	Population:24060
Period:2012-06-30	Status:F	Age:median	Population:37
Period:2012-06-30	Status:F	Age:total	Population:4408050
Period:2012-09-30	Status:F	Age:0-14	Population:909600
Period:2012-09-30	Status:F	Age:0-4	Population:314920
Period:2012-09-30	Status:F	Age:10-14	Population:299180
Period:2012-09-30	Status:F	Age:15-19	Population:312990
Period:2012-09-30	Status:F	Age:15-39	Population:1450300
Period:2012-09-30	Status:F	Age:20-24	Population:311970
Period:2012-09-30	Status:F	Age:25-29	Population:274990
Period:2012-09-30	Status:F	Age:30-34	Population:268790
Period:2012-09-30	Status:F	Age:35-39	Population:281600
Period:2012-09-30	Status:F	Age:40-44	Population:317820
Period:2012-09-30	Status:F	Age:40-64	Population:1447500
Period:2012-09-30	Status:F	Age:45-49	Population:314560
Period:2012-09-30	Status:F	Age:5-9	Population:295540
Period:2012-09-30	Status:F	Age:50-54	Population:308280
Period:2012-09-30	Status:F	Age:55-59	Population:267150
Period:2012-09-30	Status:F	Age:60-64	Population:239730
Period:2012-09-30	Status:F	Age:65-69	Population:194450
Period:2012-09-30	Status:F	Age:65+	Population:608100
Period:2012-09-30	Status:F	Age:70-74	Population:152270
Period:2012-09-30	Status:F	Age:75-79	Population:106840
Period:2012-09-30	Status:F	Age:80-84	Population:81720
Period:2012-09-30	Status:F	Age:85-89	Population:48760
Period:2012-09-30	Status:F	Age:90+	Population:24090
Period:2012-09-30	Status:F	Age:median	Population:37
Period:2012-09-30	Status:F	Age:total	Population:4415640
Period:2012-12-31	Status:F	Age:0-14	Population:909400
Period:2012-12-31	Status:F	Age:0-4	Population:314560
Period:2012-12-31	Status:F	Age:10-14	Population:297880
Period:2012-12-31	Status:F	Age:15-19	Population:312430
Period:2012-12-31	Status:F	Age:15-39	Population:1451300
Period:2012-12-31	Status:F	Age:20-24	Population:312800
Period:2012-12-31	Status:F	Age:25-29	Population:276400
Period:2012-12-31	Status:F	Age:30-34	Population:270130
Period:2012-12-31	Status:F	Age:35-39	Population:279580
Period:2012-12-31	Status:F	Age:40-44	Population:317800
Period:2012-12-31	Status:F	Age:40-64	Population:1450500
Period:2012-12-31	Status:F	Age:45-49	Population:313750
Period:2012-12-31	Status:F	Age:5-9	Population:296990
Period:2012-12-31	Status:F	Age:50-54	Population:309890
Period:2012-12-31	Status:F	Age:55-59	Population:268550
Period:2012-12-31	Status:F	Age:60-64	Population:240520
Period:2012-12-31	Status:F	Age:65-69	Population:198480
Period:2012-12-31	Status:F	Age:65+	Population:614600
Period:2012-12-31	Status:F	Age:70-74	Population:152940
Period:2012-12-31	Status:F	Age:75-79	Population:107890
Period:2012-12-31	Status:F	Age:80-84	Population:81970
Period:2012-12-31	Status:F	Age:85-89	Population:49060
Period:2012-12-31	Status:F	Age:90+	Population:24230
Period:2012-12-31	Status:F	Age:median	Population:37
Period:2012-12-31	Status:F	Age:total	Population:4425850
Period:2013-03-31	Status:F	Age:0-14	Population:909400
Period:2013-03-31	Status:F	Age:0-4	Population:313360
Period:2013-03-31	Status:F	Age:10-14	Population:297360
Period:2013-03-31	Status:F	Age:15-19	Population:312600
Period:2013-03-31	Status:F	Age:15-39	Population:1453100
Period:2013-03-31	Status:F	Age:20-24	Population:314360
Period:2013-03-31	Status:F	Age:25-29	Population:277190
Period:2013-03-31	Status:F	Age:30-34	Population:271040
Period:2013-03-31	Status:F	Age:35-39	Population:277940
Period:2013-03-31	Status:F	Age:40-44	Population:317500
Period:2013-03-31	Status:F	Age:40-64	Population:1452700
Period:2013-03-31	Status:F	Age:45-49	Population:312470
Period:2013-03-31	Status:F	Age:5-9	Population:298640
Period:2013-03-31	Status:F	Age:50-54	Population:311830
Period:2013-03-31	Status:F	Age:55-59	Population:270210
Period:2013-03-31	Status:F	Age:60-64	Population:240710
Period:2013-03-31	Status:F	Age:65-69	Population:202500
Period:2013-03-31	Status:F	Age:65+	Population:620800
Period:2013-03-31	Status:F	Age:70-74	Population:153440
Period:2013-03-31	Status:F	Age:75-79	Population:108570
Period:2013-03-31	Status:F	Age:80-84	Population:82070
Period:2013-03-31	Status:F	Age:85-89	Population:49530
Period:2013-03-31	Status:F	Age:90+	Population:24650
Period:2013-03-31	Status:F	Age:median	Population:37
Period:2013-03-31	Status:F	Age:total	Population:4435980
Period:2013-06-30	Status:F	Age:0-14	Population:908800
